Age,1900,2000
0,23.68782818,14.09555218
10,20.50279126,14.39689495
20,18.44992726,13.58590775
30,13.85440227,15.43454386
40,10.20483494,15.27786918
50,6.831059921,10.94426072
60,4.087121299,7.124836868
70,1.873578739,5.772602377
80,0.46222523,2.869742173
90,0.046230915,0.497789933
